time,q_actual_0,q_actual_1,q_actual_2,q_actual_3,q_actual_4,q_actual_5,q_actual_6,dq_actual_0,dq_actual_1,dq_actual_2,dq_actual_3,dq_actual_4,dq_actual_5,dq_actual_6,tau_actual_0,tau_actual_1,tau_actual_2,tau_actual_3,tau_actual_4,tau_actual_5,tau_actual_6,q_ref_0,q_ref_1,q_ref_2,q_ref_3,q_ref_4,q_ref_5,q_ref_6,dq_ref_0,dq_ref_1,dq_ref_2,dq_ref_3,dq_ref_4,dq_ref_5,dq_ref_6,tau_ref_0,tau_ref_1,tau_ref_2,tau_ref_3,tau_ref_4,tau_ref_5,tau_ref_6
0.100000,-0.000191,0.000572,-0.000572,-0.000191,0.000572,0.002480,0.001717,0.010989,0.010989,0.004884,-0.004884,0.007326,-0.007326,-0.007326,-0.013187,0.303297,0.225641,-0.075214,-0.002442,-0.148962,-0.129426,-0.007500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.110000,-0.000191,0.000572,-0.000572,-0.000191,0.000572,0.002480,0.001717,0.010989,0.010989,0.004884,-0.004884,0.007326,-0.007326,-0.007326,-0.171429,0.303297,0.239316,-0.075214,-0.002442,-0.158730,-0.119658,-0.008500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.120000,-0.000191,0.000572,-0.000572,-0.000191,0.000572,0.002861,0.001717,0.010989,0.010989,0.004884,-0.004884,-0.007326,-0.007326,-0.007326,-0.303297,0.303297,0.170940,-0.075214,-0.002442,-0.148962,-0.114774,-0.009500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.130000,-0.000572,0.000572,-0.000572,-0.000191,0.000572,0.002480,0.001717,-0.010989,0.010989,0.004884,-0.004884,0.007326,0.007326,-0.007326,-0.487912,0.303297,0.211966,-0.061538,-0.002442,-0.153846,-0.124542,-0.010500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.140000,-0.000954,0.000572,-0.000572,-0.000191,0.000954,0.002480,0.001717,-0.032967,0.010989,0.004884,-0.004884,0.007326,-0.007326,-0.007326,-0.619780,0.303297,0.225641,-0.061538,-0.002442,-0.148962,-0.119658,-0.011500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.150000,-0.002480,0.000572,-0.000572,-0.000191,0.000954,0.002480,0.001717,-0.142857,0.010989,0.004884,-0.004884,0.007326,0.007326,-0.021978,-0.567033,0.303297,0.211966,-0.075214,-0.002442,-0.163614,-0.129426,-0.012500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.160000,-0.002861,0.000572,-0.000572,-0.000191,0.000954,0.002480,0.000954,-0.032967,-0.010989,0.004884,-0.004884,0.007326,-0.007326,-0.051282,-0.567033,0.303297,0.170940,-0.075214,-0.002442,-0.148962,-0.109890,-0.013500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.170000,-0.003243,0.000572,-0.000572,-0.000191,0.000954,0.002480,0.000191,-0.010989,0.010989,0.004884,-0.004884,0.021978,-0.007326,-0.036630,-0.751648,0.303297,0.170940,-0.075214,-0.007326,-0.168498,-0.026862,-0.014500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.180000,-0.003624,0.000572,-0.000572,-0.000191,0.000954,0.002861,0.000191,-0.054945,0.010989,-0.004884,-0.004884,0.007326,-0.007326,0.007326,-0.857143,0.303297,0.225641,-0.061538,-0.002442,-0.148962,-0.051282,-0.015500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.190000,-0.005150,0.000572,-0.000572,-0.000191,0.000954,0.002480,0.000572,-0.120879,0.010989,0.004884,-0.004884,0.007326,-0.007326,-0.007326,-0.751648,0.303297,0.239316,-0.047863,-0.002442,-0.158730,-0.075702,-0.016500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,-0.005531,0.000572,-0.000572,-0.000191,0.000572,0.002480,-0.000572,-0.032967,0.010989,0.004884,-0.004884,0.007326,-0.007326,-0.051282,-0.830769,0.303297,0.198291,-0.061538,-0.002442,-0.158730,-0.017094,-0.017500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.210000,-0.005913,0.000572,-0.000572,-0.000191,0.000954,0.002480,-0.000572,-0.032967,0.010989,0.004884,-0.004884,0.007326,-0.007326,-0.007326,-0.909890,0.303297,0.211966,-0.061538,-0.002442,-0.163614,0.017094,-0.018500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.220000,-0.006676,0.000572,-0.000572,-0.000191,0.000954,0.002480,-0.000191,-0.076923,0.010989,0.004884,-0.004884,0.021978,-0.007326,0.007326,-0.989011,0.303297,0.225641,-0.047863,-0.002442,-0.158730,-0.021978,-0.019500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.230000,-0.008202,0.000572,-0.000572,-0.000191,0.000572,0.002480,-0.000572,-0.032967,0.010989,0.004884,-0.004884,0.007326,-0.007326,-0.051282,-0.830769,0.303297,0.198291,-0.047863,0.002442,-0.158730,-0.017094,-0.020500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
